item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	optional-payment-type-exclusion	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	maximum-retail-price
ALQ Maple Leaf Silicone Cupcake Baking Mold Christmas Fondant Cake Decorating Tools Gumpaste Chocolate Candy Clay Mould	Maple Leaf Silicone Cupcake Baking Mold Christmas Fondant Cake Decorating Tools Gumpaste Chocolate Candy Clay Moulds	1129VY5AQWM	F0-U13Q-0NV8	149	3	2019-11-29 15:59:40 IST		y	1			11				B08252L8HG						B08252L8HG			0	DEFAULT																					800.0
RETAIL SUPPLIES AMO 3D Rose Cake Mold Chocolate Hand Made Craft soap Silicone Mold	3D Rose Cake Mold Chocolate hand made Craft soap Silicone Mold The output size about 5 / 4.8 / 2 cm	1230X0G3PAT	F5-3PM4-IPGB	240	2	2020-12-30 17:52:01 IST		y	1			11				B08RP35SS4						B08RP35SS4			0	DEFAULT																					600.0
RETAIL SUPPLIES AOG Hibiscus Silicone Cake Mold Fondant Mold Cake Decorating Tools Mini Lily Flower Mould Rubber Mould (White)	Hibiscus silicone cake mold fondant mold cake decorating tools Mini Rose Flower mould rubber mould 100% brand new and in good condition * It will hold the shape for years.Keep it away from fire, gas oven and knife * Easy to use and clean. * Easy to get smell and flavor away * Reusable, non-stick Note:this mold may be not as large as you imagine;please pay attention to size info before you make purchase.	1127VTA8EV2	FW-4KBR-IFWF	145	3	2019-11-27 17:25:57 IST		y	1			11				B0822TV1DX						B0822TV1DX			0	DEFAULT																					600.0
APA 3D Flower Silicone Mold Fondant Cake Decorating Chocolate Sugarcraft Mould	3D Flower Silicone Mold Fondant Cake Decorating Chocolate Sugarcraft Mould Size: 7.7*1cm/3.03*0.39" Feature: Brand new high quality. Microwave and freezer safe Reusable, non-stick Easy to use and clean Suitable for gum paste, fondant, chocolate, jelly, ice cream, crafts, etc.	1129VXWJMS5	FX-IQAO-GSLH	226	2	2019-11-29 14:25:54 IST		y	1			11				B0824XJ2HM						B0824XJ2HM			0	DEFAULT																					700.0
ANL IndoSilico Heart Shaped soap Mold, Silicone DIY Art Mould Multipurpose Clay, Resin, Sugar, Cement Craft Project	100% soft flexible silicone mold, food safe, reusable, Make soap, sugar, fondant, jelly, cement, resin molds	0507V6VCB13	FoodGrade_HeartSoap01	360	3	2019-05-07 12:09:45 IST		y	1			11				B07M5P438J						B07M5P438J			0	DEFAULT																					800.0
AFN Waffle Biscuits Silicone Cake Mold for Baking Chocolate Fondant Jelly Candy Cake Decoration Tools Resin Art Moulds		0809ZGL7ACV	GC-CJH5-UCST	128	2	2022-08-09 18:47:55 IST		y	1			11				B0B7DW9756						B0B7DW9756			0	DEFAULT																					250.0
RETAIL SUPPLIES ALK 3D Star Shape Silicone Cake Baking Mold for Chocolate, Cookies, Fondant	3D Star Shape Silicone Cake Mold Baking Dish for Chocolate Cookies Fondant Birthday Wedding Cake Decorating Tools	1029X14MYY9	GD-7MRK-O3JY	259	3	2020-10-29 17:06:54 IST		y	1			11				B08M627ZNP						B08M627ZNP			0	DEFAULT																					450.0
Round Super Shiny Dandelion Coaster Resin Molds - Epoxy Silicone Molds - Silicon Mold Making for Craft 12*0.9cm	round Super Shiny Dandelion Coaster Resin Molds - Epoxy Silicone Molds - Silicon Mold Making for Craft 12*0.9cm	1030Y821M0O	GI-WMGD-HANQ	330	1	2021-10-30 13:35:24 IST		y	1			11				B09KPP81R8						B09KPP81R8			0	DEFAULT																					500.0
AKA Window Silicone Mold DIY Frame Cake Border Fondant Mold Cake Decorating Tools Candy Clay Chocolate Gumpaste Molds	Window Silicone Mold DIY Frame Cake Border Fondant Mold Cake Decorating Tools Candy Clay Chocolate Gumpaste Molds	1130V062OJC	GM-GYAQ-DGHJ	152	2	2019-11-30 11:59:28 IST		y	1			11				B0825RQBYZ						B0825RQBYZ			0	DEFAULT																					500.0
AEW Ladies Wallet Handbag Purse Chain Bag Silicone Mold DIY Baking Chocolate Fondant Cake Decorating Tools Candy Clay Resin Moulds		0809ZGPYI7K	GT-261U-2VVG	168	2	2022-08-09 19:36:43 IST		y	1			11				B0B4WL8ZT4						B0B4WL8ZT4			0	DEFAULT																					300.0
AMQ Belt Buckle Border Silicone Molds DIY Party Cupcake Topper Fondant Cake Decorating Tools Candy Clay Chocolate Gumpaste Mould	Belt Buckle Border Silicone Molds DIY Party Cupcake Topper Fondant Cake Decorating Tools Candy Clay Chocolate Gumpaste Mould	0104YC4CNTP	GZ-ZANB-1DRE	270	1	2021-01-04 15:33:28 IST		y	1			11				B08RZ2BQNY						B08RZ2BQNY			0	DEFAULT																					600.0
AJT Cake Tool Coral Sea Silicone Mold Cake Mould Fondant Tools Sugarcraft Decorating Mold Cupcake	Cake Tool Coral Sea Silicone Mold Cake Mould Fondant Tools Sugarcraft Decorating Mold Cupcake	0112Y5DTQFD	H0-5RSQ-589E	154	3	2021-01-12 19:44:15 IST		y	1			11				B08SR5F415						B08SR5F415			0	DEFAULT																					500.0
Generic Swan Fondant Chocolate Candy Jelly Cake Mold		0613XWG99NU	HALF_SWAN_MOLD	149	1	2020-06-14 03:38:53 IST		y	1			11				B075V5L7Z4						B075V5L7Z4			0	DEFAULT																					800.0
7horse® 3D Rose-Shape Silicone Rubber Fondant Baking Mold Baking Tool for Chocolate Handmade DIY Cake Decoration, Polymer Clay and Crafting		1111X5WOYFF	HE_447_7horse Flower Cake Fondant Mold	720	1	2020-11-11 16:48:08 IST		y	1			11				B0869NQR7Z						B0869NQR7Z			0	DEFAULT																					1200.0
Telescope Huygens Eyepiece 10x Focuser	Huygens design eyepiece, for telescope eye piece spare, glass lens, aluminium cover	1117V1CO8KJ	HE_Huygens10x	350	2	2019-11-17 19:04:47 IST		y	1			11				B081M5R35H						B081M5R35H			0	DEFAULT																					800.0
AJZ Silicone Strawberry Mold 3 Piece Mould Fruit Mold	Silicone strawberry mold 3 piece mould fruit mold	1106V8BFSGX	HE_StrawberryMould_3piece	199	2	2019-11-07 03:24:29 IST		y	1			11				B0813QSC2P						B0813QSC2P			0	DEFAULT																					500.0
AJB Silicone Santa Claus Christmas Figurine Mold for Resin Cement Sugar Fondant Mould	silicone Santa mold, for making santa figurine, soft flexible, reusable mold	1106V8Q9AFA	HE_santaClaus_mold	499	1	2019-11-07 03:19:01 IST		y	1			11				B0813ZSKC1						B0813ZSKC1			0	DEFAULT																					1400.0
AOM 3D chinar Leaf Silicone Resin Chocolate claye Fondant Silicone Mould	3D Craft Leaves Silicone Mold Leaf Jewelry Resin Clay Molds DIY Cupcake Fondant Cake Decorating Tools Candy Chocolate Mould	0112Y5BRESM	HN-1CYY-QP91	148	1	2021-01-12 18:40:53 IST		y	1			11				B08SQXT87X						B08SQXT87X			0	DEFAULT																					500.0
AKK Doll Hand Making Mould Man Woman Baby Hands Silicone Mold	100% silicone flexible reusable silicone mold	0906XN67VP5	HandMakerMold	175	4	2020-09-06 22:29:56 IST		y	1			11				B08HL8BYJF						B08HL8BYJF			0	DEFAULT																					335.0
ANK IndoSilico Heart Shaped Sugar soap Mold, Silicone DIY Art Mould Multipurpose Clay, Resin, Cement Craft Decoration Project	IndoSilico Molds, we use 100% silicone, soft flexible molds. Reusable any number of times.	0507V5QMKN1	Heart_love_mold01	299	3	2019-05-07 12:22:19 IST		y	1			11				B07LC2FYVL						B07LC2FYVL			0	DEFAULT																					650.0
RETAIL SUPPLIES 15x Huygens Design Telescope Eyepiece	Huygens eyepiece 15x focuser, Can be used in refracting or reflecting telescopes. Glass optics, Made in India design, Metal case	1117V1E0G4Q	Huygens15xEyepiece	350	3	2019-11-17 19:38:37 IST		y	1			11				B081M65QY4						B081M65QY4			0	DEFAULT																					800.0
ALF Jasmine Champa Flower Silicone Mold Baby Birthday Party Cake Decorating Tools Resin Fimo Fondant Molds	Plumeria Flower Silicone MoldBaby Birthday Party Cake Decorating Tools ResinFondant Molds Weight: 45g Material: silicone High quality and it is easy for using and cleaning It is Soft and easy to use Perfect for making cakes, pizza, bread, mousse, jelly, chocolate, pudding and fruit pies. Suitable for microwave oven, toaster and refrigerator.	1127VTCQPV3	I4-2PYD-X839	199	3	2019-11-27 17:44:35 IST		y	1			11				B0822V364R						B0822V364R			0	DEFAULT																					600.0
AOB Cartoon Unicorn Ear Eyes DIY Fondant Silicone Mold for Cake Decorating Tool	Cartoon unicorn ear eyes DIY fondant silicone mold for cake decorating tools chocolate gumpaste baking bakeware	0208YYRIXZV	I7-MJXM-2MKA	129	2	2021-02-08 15:58:26 IST		y	1			11				B08W585126						B08W585126			0	DEFAULT																					500.0
AFM Silicone Resin Mold Party Clay Soap Mould Batman Mask	3D Batman Mask Silicone Mold DIY Party Baby Birthday Fondant Cake Decorating Tools Candy Chocolate Molds Resin Clay Soap Moulds Weight: 30g Material: silicone Can be used safely in the oven, microwave, dishwasher and refrigerator. Tasteless, non-toxic, dust resistant, durable, no permeate and easy to clean. Flexible,reusable,not sticky,easy to demould,forming effect is good,used to decorate the delicious cake. Suitable for making cake,pizza,fondant cake,mousse cake,pudding,chocolate,jelly pudding,fruit pie,ect. Simple to use and easy to clean	1028XY2LS99	I7-QOO2-IQ9X	149	3	2020-10-28 18:32:51 IST		y	1			11				B08M3P5SDF						B08M3P5SDF			0	DEFAULT																					400.0
AJU Sugar Craft Cake Vintage Relief Border Silicone Mold Fondant Mold Cake Decorating Tools Gum Paste Mold	Sugar craft Cake Vintage Relief Border Silicone Mold Fondant Mold Cake decorating Tools Gum paste Mold	1130V0QJCI1	IC-WUZF-0FD9	180	2	2019-11-30 16:54:09 IST		y	1			11				B082629S5Z						B082629S5Z			0	DEFAULT																					500.0
AJW 1PC Small Bear Sugar Buttons Silicone Mold Fondant Mold Cake Decorating Tools Chocolate Gumpaste Mold	1PC Small Bear Sugar Buttons Silicone Mold Fondant Mold Cake Decorating Tools Chocolate Gumpaste Mold	0925VLOFHQK	IE-NNB1-Z1QR	149	3	2019-09-25 15:50:16 IST		y	1			11				B07YCJBS4S						B07YCJBS4S			0	DEFAULT																					500.0
RETAIL SUPPLIES IndoSilico Silicone 3D Chocolate Decorating Rose Bud Baking Fondant Mould (Pink)	Rose bud mold, 100% Silicone, soft reusable material, sugar, candy, jelly, fondant, mold, food non reactive silicone	0507V6V9JB8	IndoSilico_RoseFoodGrade1	450	2	2019-05-07 12:08:02 IST		y	1			11				B07MNWXBD6						B07MNWXBD6			0	DEFAULT																					850.0
ANLHeart Shaped soap Mold, Silicone DIY Art Mould Multipurpose Clay, Resin, Sugar, Cement Craft Project	IndoSilico Molds, we use 100% silicone, soft flexible molds. Reusable any number of times.	0213XP39N1M	IndoSilico_heart1	340	4	2020-02-13 11:11:04 IST		y	1			11				B07LBBJ98M						B07LBBJ98M			0	DEFAULT																					600.0
AET Flower Silicone Resin Molds Cake Tools Fondant Molds Cake Decorating Tools Pastry Kitchen Baking Accessories		0809ZGRK8R8	J3-GW3S-LX6V	169	2	2022-08-09 19:39:15 IST		y	1			11				B0B4PDKPLS						B0B4PDKPLS			0	DEFAULT																					300.0
Very Very Tinny (12mm) Mini Feet/Foot Silicone Fondant Mold for Cake Decorating Tools Cake Mold	This is very very tinny Mold Very Very Tinny ( 12mm)Mini Feet/Foot Silicone Fondant Mold For Cake Decorating Tools Cake mold Chocolate	0113XWX2S1Q	JB-3XYP-33EL	175	1	2020-01-13 17:23:31 IST		y	1			11				B083SN8116						B083SN8116			0	DEFAULT																					300.0
AKK Baby Hand Silicone Mold Chocolate Baking Candy Polymer Clay Molds Baby Party Cupcake Topper Fondant Cake Decorating Tool	Baby Hand Silicone Mold Chocolate Baking Candy Polymer Clay Molds Baby Party Cupcake Topper Fondant Cake Decorating Tool	0112Y5ECI69	JS-9FJY-7448	165	3	2021-01-12 19:00:54 IST		y	1			11				B08SQZYRQ1						B08SQZYRQ1			0	DEFAULT																					500.0
ANB Sea Shell shanq Silicone Mold	Sea Shell Silicone shanq Mold	0107YOWG84B	JT-FYWJ-KJQN	350	2	2021-01-07 11:35:12 IST		y	1			11				B08SCNWVNW						B08SCNWVNW			0	DEFAULT																					800.0
AJB Christmas Santa Resin Mold 3D Santa Claus Silicone Mold Crystal Epoxy Resin Mould for DIY Figurine Crafts	Christmas Santa Resin Mold 3D Santa Claus Silicone Mold Crystal Epoxy Resin Mould for DIY Figurine Crafts	0107YP10GUN	JZ-PUKQ-PFPW	500	1	2021-01-07 12:06:26 IST		y	1			11				B08SCBSH3B						B08SCBSH3B			0	DEFAULT																					800.0
ACB Three Cavities Walnut Silicone Mold Dry Fruits Silicone Mold Flexible and Reusable Silicone Mold		0809ZGWGH4G	K2-LVO5-L6XX	245	2	2022-08-09 19:52:50 IST		y	1			11				B09STTSPVZ						B09STTSPVZ			0	DEFAULT																					400.0
ACS Silicone Mold for Lady Fondant, DIY Tool for Cake Decoration, Chocolate, Sugar Sugarcraft Silicone Mold Girl Princess Shape Cake Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1227Z8NSHNA	K8-NMJS-IB70	429	2	2022-12-27 19:49:06 IST		y	1			11				B0BR5X6JTY						B0BR5X6JTY			0	DEFAULT																					1000.0
AJE Cute Mickey Mouse Fondant Mould Chocolate Fondant Mold DIY Kitchen Cake Decorating Tools	Cute Mickey Mouse Fondant Mould Chocolate Fondant Mold DIY Kitchen Cake Decorating Tools	0507V9IFD9N	KM-9WVI-8JI7	149	2	2019-05-07 11:21:57 IST		y	1			11				B07QCC68T6						B07QCC68T6			0	DEFAULT																					600.0
ANG Silicone Mold Cake Chocolate Mold Wedding Cake Decorating Tools Fondant Sugarcraft Cake Mold	New Mini Flowers silicone mold Cake Chocolate Mold wedding Cake Decorating Tools Fondant Sugarcraft Cake Mold 2.Easy to use mould very flexible and non-toxic 3.Can be used over and over again,very easy for cleaning 4.Flowers can be different colors depending on different molding materials 　Size: 11.5*9.5*1.0cm/ 4.53*3.74*0.39in	1130V01UU24	KY-AD3Y-4TUE	320	2	2019-11-30 11:01:51 IST		y	1			11				B0825PLR84						B0825PLR84			0	DEFAULT																					900.0
ACO Beautiful Flower and Girl Handmade Soap Mold Candle Mould Flower Soap Making Moulds Resin Victorian Woman Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1229ZCZWAZH	L5-PWBO-5IWE	399	2	2022-12-29 18:12:43 IST		y	1			11				B0BRBDN2MB						B0BRBDN2MB			0	DEFAULT																					1000.0
AMU Suck Toes Baby Cooking Tools Fondant DIY Cake Silicone Moulds Chocolate Baking Decoration Candy Resin Craft	Brand new and high quality Soft and easy to use, Handy and washable(Hand Wash Only) Cake decorating tools to create beautiful patterns Good quality and easy to use and clean Colors : randomly Mold Size : 7x5x3.3 cm	0107YPN7TF5	L7-RZNW-DA4K	299	3	2021-01-07 17:34:44 IST		y	1			11				B08SC6WZHJ						B08SC6WZHJ			0	DEFAULT																					600.0
AIT Horse Carriage Silicone Fondant Mold Romantic Sugarcraft Wedding Cake Decorating Gum Paste Tools Candy Chocolate Polymer Clay Mould	Horse Carriage Silicone Fondant Mold Romantic Sugarcraft Wedding Cake Decorating Gum Paste Tools Candy Chocolate Polymer Clay Mould	0107YOOGMTS	LD-J1Y9-7S8H	399	1	2021-01-07 11:54:35 IST		y	1			11				B08SBN6575						B08SBN6575			0	DEFAULT																					1200.0
AFH Buddha Mini Figurine Statue Mould Sculpture Meditation Mold	Category: Buddha statue 100% flexible silicone mold, washable, reusable, weight 175gm Material:silicon Style:Antique Imitation Size;4.9*9.5cm	0807XVUR092	LH-1ZKG-68WE	750	1	2020-08-07 14:44:52 IST		y	1			11				B08FDPQNZH						B08FDPQNZH			0	DEFAULT																					1000.0
AEH Pretty Girl Silicone Mold, Kitchen Baking Tool, Resin, DIY, for Cakes, Fondant, Dessert, Chocolate, lace, Decoration Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1228ZAUQ5J8	LI-VB0S-A7A9	219	2	2022-12-28 17:58:25 IST		y	1			11				B0BR86SYLQ						B0BR86SYLQ			0	DEFAULT																					500.0
AMA Mermaid Girl Design 3D Silicone Mold Chocolate Fondant Cake Decorating Tools	Product details Size:8cm*1.3cm Weight:47g this mold may be not as large as you imagine;please pay attention to size info before you make purchase Product Non-stick , stripping easy , easy to clean , environmentally friendly, low-carbon , can be recycled Not easy to damage,No crack, durable , superior resistance to extreme	0228XJ9Y2XU	LW-OXLH-SZA4	299	3	2020-02-28 12:26:23 IST		y	1			11				B08598GWDF						B08598GWDF			0	DEFAULT																					600.0
AJM Candy Mould 1PC Peach Blossom Shape Fondant Molds Cake Decorating Tools Chocolate Mold	Description: 100% brand new and high quality Suitable for making cupcake/Jelly/Chocolate/Candle/Candy/Lollipops The mold are good for Fondant Cakes, Sugar Paste, DIY cooking or craft clays. Material: Silicone Color : random color Shape: Peach Blossom Size: 4.5*0.8cm Candy Mould 1PC Peach Blossom Shape Fondant Molds Cake Decorating Tools Chocolate Mold	1204V9KC5ZG	LZ-I3MG-I2D0	140	3	2019-12-04 11:12:47 IST		y	1			11				B0829QTCM9						B0829QTCM9			0	DEFAULT																					500.0
AIW IndoSilico Leaf Impression Mold, Silicone DIY Art Mould Multipurpose Wax,Candle, Clay, Resin, Sugar, Cement Craft Project	IndoSilico Molds, we use 100% silicone, soft flexible molds. Reusable any number of times.	0507V7TZ53U	Leaf_impression_1	130	1	2019-05-07 12:12:25 IST		y	1			11				B07LC3M6CS						B07LC3M6CS			0	DEFAULT																					750.0
AKD Lips kiss Mould Silicone Decoration Gum Paste Clay Decor Kissing Woman Mold		0906XN7BXWY	LipKissMould	152	4	2020-09-06 22:36:30 IST		y	1			11				B08HL6Z93P						B08HL6Z93P			0	DEFAULT																					500.0
ANZ Peacock Relief Silicone Molds DIY Baby Birthday Cake Decorating Tools Feather Fondant Mold Candy Clay Chocolate Gumpaste Mould	Perfect for making cakes, pizza, bread, mousse, jelly, chocolate, pudding and fruit pies. Suitable for microwave oven, toaster and refrigerator. High quality and it is easy for using and cleaning It is Soft and easy to use Weight: 23g	0118X9ATB7B	MF-9F12-5RPH	139	3	2020-01-18 18:49:11 IST		y	1			11				B08411BG1S						B08411BG1S			0	DEFAULT																					400.0
AER Cock Silicone Mold Chicken Fondant Molds Wax Resin Clay Candy Chocolate Gumpaste Mould Sugarcraft Cake Decorating		0809ZGS4T0B	MG-15ZH-83MD	135	3	2022-08-09 19:43:50 IST		y	1			11				B0B4NV7X1T						B0B4NV7X1T			0	DEFAULT																					200.0
ANT Man Woman Baby face Mould Doll Making Silicone Mold Clay Art Craft	The size of face is approx 3-4 cm in length and 2-3 cms wide, Soft silicone, reusable, washable	0717XFN20YM	ManwomanbabyMold	350	1	2020-07-18 04:59:18 IST		y	1			11				B08D72JW3S						B08D72JW3S			0	DEFAULT																					650.0
AKI Monstera Leaf Impression Decoration 3D Mold Silicone Leaves Mould		0906XNAI7GG	MonsteraLeafMould	129	2	2020-09-06 23:57:44 IST		y	1			11				B08HL8BFGR						B08HL8BFGR			0	DEFAULT																					300.0
AEI Silicone Mold Shaped Window and Wooden Window of 3D Cartoon House, Fairytale Cake Decoration Tool, Chocolate, DIY, Cooking & Baking	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1227Z8GL5O4	N2-EWVA-RCF4	249	1	2022-12-27 19:29:56 IST		y	1			11				B0BR5TNC2L						B0BR5TNC2L			0	DEFAULT																					500.0
AIG Silicone Valentine Wedding Couple Fondant Chocolate Mould Cake Decoration Tools, Multicolor	Flexible, lightweight and portable, easy to store and transport durable, long-standing, long life time	0107YPPONUX	NZ-E6VK-SWHT	386	3	2021-01-07 17:48:15 IST		y	1			11				B08SC7J6TB						B08SC7J6TB			0	DEFAULT																					800.0
ALB icicles Cake Decoration Silicone Mold Icicle Border Sugarcraft Frozen Fondant Cake Fondant Cake Decorating Tools	Icicles Cake Decoration Silicone Mold Icicle Border Sugarcraft Frozen Fondant Cake Fondant Cake Decorating Tools Icicles Frozen Christmas Cake Border Silicone Molds Cupcake Fondant Cake Decorating Tools Kitchen Baking Chocolate Gumpaste Moulds Material: Food grade silicone Weight : 50g Size : 6.1 * 10.2 * 1.1cm	1127VSVL3J2	O7-DG3Z-AERD	220	1	2019-11-27 15:06:16 IST		y	1			11				B0822MPXGC						B0822MPXGC			0	DEFAULT																					800.0
ANQ Silicone Mold Three Fairies Crafts Decorating Cake Candy Fondant Silicone Molds for Cake Decorations	Fairy Baking Cake Mold Silicone Mold Pastry Chocolate Mould Candy Biscuits Mo Cookie Cutter Cookie Cutter Fondant Tool	0108YUKM64B	OA-GH55-4SZ0	368	2	2021-01-08 14:51:06 IST		y	1			11				B08SHV3VTS						B08SHV3VTS			0	DEFAULT																					600.0
AMB Window Cake Border Silicone Molds Door Fondant Cake Decorating Tools Cupcake Chocolate Mold	Window Cake Border Silicone Molds door Fondant Cake Decorating Tools Cupcake Chocolate Mold Baking accessories	0113Y9KGAW3	OP-HJZC-KTXQ	288	2	2021-01-13 13:14:16 IST		y	1			11				B08SVQ7D5H						B08SVQ7D5H			0	DEFAULT																					500.0
AKE Silicone Mold Small Dogs Theme Candle Mould Plaster Cement Polymer Clay Animal (Mini Bulldog)	Oven and freezer safe * Color:Random * Reusable, Non-stick, Easy to use, Easy to clean * Temperature: -76°F to +662°F (-60°C to +350°C)	1028XY8AOI2	OR-OI4L-TKNF	130	2	2020-10-28 18:47:52 IST		y	1			11				B08M3C571W						B08M3C571W			0	DEFAULT																					400.0
ABL Stone Chocolate Natural Flat River Pebbles Silicone Mold Flexible and Reusable Silicone Mold		0809ZGL7LJF	OY-2FRU-A78C	152	1	2022-08-09 18:52:06 IST		y	1			11				B0B7DX6NY7						B0B7DX6NY7			0	DEFAULT																					250.0
AJK Mask Silicone Mold Fondant Molds Cake Decorating Tools Mask Gumpaste Mould Polymer Clay Resin Molds	DIY Art Craft Mask Silicone Mold Fondant Molds Cake Decorating Tools Mask Gumpaste Mould Polymer Clay Resin Molds Weight: 24g Material: silicone Packing: opp bag color: malti High quality and it is easy for using and cleaning It is Soft and easy to use Rating of temperature: -40 centigrade to +210 centigrade Perfect for making cakes, pizza, bread, mousse, jelly, chocolate, pudding and fruit pies. Suitable for microwave oven, toaster and refrigerator.	0926VNTO3BJ	P1-N5IY-HH6K	129	2	2019-09-26 14:30:47 IST		y	1			11				B07YDLMWZ4						B07YDLMWZ4			0	DEFAULT																					500.0
ADT Silicone Mold for Bear Mousse with Heart, 3D molds for Christmas Cake, Cookies, Fondant, Crafts, Caramel Resin soap Tools, Novelty	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1229ZD61XW1	PC-ZZRO-XDFJ	129	2	2022-12-29 19:36:14 IST		y	1			11				B0BRBL8W1H						B0BRBL8W1H			0	DEFAULT																					300.0
APN Beauty Girl Fondant Cake Decorating Tools Chocolate Mould	Easy to release mold cleaning, safe and non-toxic Suitable for chocolate and cake decoration molds Uses food grade silica gel material Environmental protection, safety, non-toxic, no smell High temperature can reach-40℃ to 230 ℃ Can be used repeatedly Soft, good elasticity, anti kink deformation	0107YPQBCQ3	PG-O9PG-E2V8	379	2	2021-01-07 17:43:19 IST		y	1			11				B08SBVZXJ6						B08SBVZXJ6			0	DEFAULT																					1000.0
AMI Horse Angel Wing Pegasus Decoration Reusable Mold	Horse Angel Wing Pegasus Decoration Reusable Mold	1030X6A5BKZ	PM-J4XN-IUWD	280	1	2020-10-30 16:13:41 IST		y	1			11				B08MBFQRQ6						B08MBFQRQ6			0	DEFAULT																					600.0
UG LAND INDIA Silicone Mold Tray 8-Cavity Different Sizes Love Heart Shape Suitable for Fondant, Gum Paste, and Chocolate (Multicolor)		0617Z5PRKAE	PZ-VETP-0BEX	229	1	2022-06-17 19:28:57 IST		y	1			11				B07T2W6K5D						B07T2W6K5D			0	DEFAULT																					400.0
ALE Swan Couple Shape DIY Silicone Mold Sugarcraft Dessert Candy Chocolate Fondant Cake Decorating Tools Resin Clay Soap Mold	Swan couple shape DIY Silicone Mold Sugarcraft dessert Candy Chocolate Fondant Cake Decorating Tools Resin Clay Soap Mold Easily to use and clean,dishwasher Safe Size:6.4CM*1.6CM Weight:42G	0111Y0MVXKH	Q2-DFCJ-BFX0	199	3	2021-01-11 17:37:57 IST		y	1			11				B08SMHWSKZ						B08SMHWSKZ			0	DEFAULT																					700.0
ACU Three-Level 3D Cake-Shaped Silicone Mold, Kitchen Utensil for Making Fondant, Chocolate, Jello, Pastry, soap, Candle, Decoration Tool Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1227Z8FUVF6	Q4-DO5H-GWX3	379	3	2022-12-27 18:31:04 IST		y	1			11				B0BR5W4SQJ						B0BR5W4SQJ			0	DEFAULT																					700.0
AKX Spider-Man Mask Shape Liquid Fondant Cake Mould Chocolate Fudge Cookies Mold	Tool Spider-man Mask Shape Liquid Fondant Cake Mould Chocolate Fudge Cookies Mold	1030X62IOIR	QN-ZPP9-WE5Q	179	2	2020-10-30 18:51:35 IST		y	1			11				B08MB1YJN7						B08MB1YJN7			0	DEFAULT																					500.0
JoyGlobal Superhero Cartoon Fondant Resin Clay Chocolate Cupcake Cake Topper Fondant Mold		0617Z5R7ILL	QR-8BUG-6M4R	147	1	2022-06-17 19:00:11 IST		y	1			11				B07537G82H						B07537G82H			0	DEFAULT																					300.0
1 Convex lens, Focus 20 cm, Dia 7.5 cm	HE Retail Supplies 1 Convex lens, Focus 20 cm, Dia 7.5 cm (White	0730UQXP0Y3	R8-QCJ0-BFER	150	2	2018-07-30 15:57:12 IST		y	1			11				B07G15J26F						B07G15J26F			0	DEFAULT																					500.0
